PMID,Abstract,PublishedYear
29322304,"Amyotrophic lateral sclerosis (ALS) is a disease caused by the degeneration of motor neurons (MNs) leading to progressive muscle weakness and atrophy. Several molecular pathways have been implicated, such as glutamate-mediated excitotoxicity, defects in cytoskeletal dynamics and axonal transport, disruption of RNA metabolism, and impairments in proteostasis. ALS is associated with protein accumulation in the cytoplasm of cells undergoing neurodegeneration, which is a hallmark of the disease. In this review, we focus on mechanisms of proteostasis, particularly protein degradation, and discuss how they are related to the genetics of ALS. Indeed, the genetic bases of the disease with the implication of more than 30 genes associated with familial ALS to date, together with the important increase in understanding of endoplasmic reticulum (ER) stress, proteasomal degradation, and autophagy, allow researchers to better understand the mechanisms underlying the selective death of motor neurons in ALS. It is clear that defects in proteostasis are involved in this type of cellular degeneration, but whether or not these mechanisms are primary causes or merely consequential remains to be clearly demonstrated. Novel cellular and animal models allowing chronic expression of mutant proteins, for example, are required. Further studies linking genetic discoveries in ALS to mechanisms of protein clearance will certainly be crucial in order to accelerate translational and clinical research towards new therapeutic targets and strategies.",2018
29241710,"Amyotrophic lateral sclerosis (ALS) is the most prevalent neuromuscular disease worldwide. It is a lethal and progressive neurodegenerative disease, principally affecting motor neurons; patient clinical characteristics are muscle weakness, dysphagia and respiratory failure. The mean age is related to family history (40years, familial ALS or FALS) or with no family history (50years), but it is more common in people aged 60-69years. The cause of ALS is not known and it is not known yet why it affects some people and not others. However expert consensus is that molecular alterations in different cells are involved in the development and progression of the disease. For example, motor neuron death is caused by a variety of cellular defects, including the processing of RNA molecules, water channels, and calcium levels, increasing evidence that these alterations of cells in the nervous system play an important role in ALS. Here we will systematically examine different genes (AQP1, SLC14A1, MT1X, DSCR1L1, PCP4, UCHL1, GABRA1, EGR1, OLFM1 and VSNL1) that are ""up or down"" regulated in the motor cortex and spinal cord and their association with ALS risk. These could be novel biomarkers associated with ALS risk. We built an interaction Network with Cytoscape, this was used to identify pathways, miRNA and drugs associated to ALS. The most important affected pathway is PI3K-Akt signaling. Thirteen microRNAs (miRNA-19B1, miRNA-107, miRNA-124-1, miRNA-124-2, miRNA-9-2, miRNA-29A, miRNA-9-3, miRNA-328, miRNA-19B2, miRNA-29B2, miRNA-124-3, miRNA-15A and miRNA-9-1) and four drugs (Estradiol, Acetaminophen, Progesterone and resveratrol) for new possible treatments were identified.",2018
28856708,"Spasticity occurs in a wide range of neurological diseases, including neurodegenerative diseases, after trauma, and after stroke, and is characterized by increased reflexes leading to muscle hypertonia. Spasticity is a painful symptom and can severely restrict everyday life, but might also participate in maintaining a low level of motor function in severely impaired patients. Constitutive activity of the serotonin receptors 5-HT<sub>2B/C</sub> is required for the development of spasticity after spinal cord injury and during amyotrophic lateral sclerosis (ALS). We sought here to provide direct evidence for a role of brainstem serotonin neurons in spasticity.",2017
28840473,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease of unknown origin and characterized by a relentless loss of motor neurons that causes a progressive muscle weakness until death. Among the several pathogenic mechanisms that have been related to ALS, a dysregulation of calcium-buffering proteins in motor neurons of the brain and spinal cord can make these neurons more vulnerable to disease progression. Downstream regulatory element antagonist modulator (DREAM) is a neuronal calcium-binding protein that plays multiple roles in the nucleus and cytosol. The main aim of this study was focused on the characterization of DREAM and glial fibrillary acid protein (GFAP) in the brain and spinal cord tissues from transgenic SOD1<sup>G93A</sup> mice and ALS patients to unravel its potential role under neurodegenerative conditions. The DREAM and GFAP levels in the spinal cord and different brain areas from transgenic SOD1<sup>G93A</sup> mice and ALS patients were analyzed by Western blot and immunohistochemistry. Our findings suggest that the calcium-dependent excitotoxicity progressively enhanced in the CNS in ALS could modulate the multifunctional nature of DREAM, strengthening its apoptotic way of action in both motor neurons and astrocytes, which could act as an additional factor to increase neuronal damage. The direct crosstalk between astrocytes and motor neurons can become vulnerable under neurodegenerative conditions, and DREAM could act as an additional switch to enhance motor neuron loss. Together, these findings could pave the way to further study the molecular targets of DREAM to find novel therapeutic strategies to fight ALS.",2018
28583855,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease involving motor neurons in the motor cortex, brainstem and spinal cord. ALS leads to progressive, aggravated muscle weakness and paralysis. Although the precise pathogenesis remains unknown, several studies have shown that estrogens exert neuroprotective effects during the course of the disease. Aromatase is the key enzyme in estrogen synthesis. In the present study, we used immunohistochemistry, immunofluorescence and western blotting to observe the characteristics of aromatase expression in the spinal cords of copper-zinc superoxide dismutase-1 (SOD1)-G93A transgenic mice. Under normal and nearly normal (pre-symptomatic stage) conditions, the motor neurons in the spinal anterior horn expressed aromatase. After disease onset, astrocytes began to express aromatase. The total level of aromatase expression decreased with disease progression. These findings may provide the basis for the pathogenesis of ALS through glial aromatization during the progression of this disease.",2017
28468939,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder that primarily affects the motor system and presents with progressive muscle weakness. Most patients survive for only 2-5 years after disease onset, often due to failure of the respiratory muscles. ALS is a familial disease in ∼10% of patients, with the remaining 90% developing sporadic ALS. Over the past decade, major advances have been made in our understanding of the genetics and neuropathology of ALS. To date, around 20 genes are associated with ALS, with the most common causes of typical ALS associated with mutations in <i>SOD1</i>, <i>TARDBP</i>, <i>FUS</i> and <i>C9orf72</i> Advances in our understanding of the genetic basis of ALS have led to the creation of different models of this disease. The molecular pathways that have emerged from these systems are more heterogeneous than previously anticipated, ranging from protein aggregation and defects in multiple key cellular processes in neurons, to dysfunction of surrounding non-neuronal cells. Here, we review the different model systems used to study ALS and discuss how they have contributed to our current knowledge of ALS disease mechanisms. A better understanding of emerging disease pathways, the detrimental effects of the various gene mutations and the causes underlying motor neuron denegation in sporadic ALS will accelerate progress in the development of novel treatments.",2017
28342750,"Downregulation in the astroglial glutamate transporter EAAT2 in amyotrophic lateral sclerosis (ALS) patients and mutant SOD1 mouse models of ALS is believed to contribute to the death of motor neurons by excitotoxicity. We previously reported that caspase-3 cleaves EAAT2 at a unique cleavage consensus site located in its c-terminus domain, a proteolytic cleavage that also occurs in vivo in the mutant SOD1 mouse model of ALS and leads to accumulation of a sumoylated EAAT2 C-terminus fragment (CTE-SUMO1) beginning around onset of disease. CTE-SUMO1 accumulates in PML nuclear bodies of astrocytes and causes them to alter their mature phenotypes and secrete factors toxic to motor neurons. Here, we report that mutating the caspase-3 consensus site in the EAAT2 sequence with an aspartate to asparagine mutation (D504N), thereby inhibiting caspase-3 cleavage of EAAT2, confers protection to the SOD1-G93A mouse. EAAT2-D504N knock-in mutant mice were generated and crossed with SOD1-G93A mice to assess the in vivo pathogenic relevance for ALS symptoms of EAAT2 cleavage. The mutation did not affect normal EAAT2 function nor non-ALS mice. In agreement with the timing of CTE-SUMO1 accumulation, while onset of disease was not affected, the mutation caused an extension in progression time, a delay in the development of hindlimb and forelimb muscle weakness, and a significant increase in the lifespan of SOD1-G93A mice.",2017
28315275,"Amyotrophic Lateral Sclerosis (ALS ) is a neurodegenerative disease affecting spinal cord and brain motoneurons , leading to paralysis and early death. Multiple etiopathogenic mechanisms appear to contribute in the development of ALS , including glutamate excitotoxicity, oxidative stress , protein misfolding, mitochondrial defects, impaired axonal transport, inflammation and glial cell alterations. The Sigma-1 receptor is highly expressed in motoneurons of the spinal cord, particularly enriched in the endoplasmic reticulum (ER) at postsynaptic cisternae of cholinergic C-terminals. Several evidences point to participation of Sigma-1R alterations in motoneuron degeneration. Thus, mutations of the transmembrane domain of the Sigma-1R have been described in familial ALS cases. Interestingly, Sigma-1R KO mice display muscle weakness and motoneuron loss. On the other hand, Sigma-1R agonists promote neuroprotection and neurite elongation through activation of protein kinase C on motoneurons in vitro and in vivo after ventral root avulsion. Remarkably, treatment of SOD1 mice, the most usual animal model of ALS , with Sigma-1R agonists resulted in significantly enhanced motoneuron function and preservation, and increased animal survival. Sigma-1R activation also reduced microglial reactivity and increased the glial expression of neurotrophic factors. Two main interconnected mechanisms seem to underlie the effects of Sigma-1R manipulation on motoneurons: modulation of neuronal excitability and regulation of calcium homeostasis. In addition, Sigma-1R also contributes to regulating protein degradation, and reducing oxidative stress. Therefore, the multi-functional nature of the Sigma-1R represents an attractive target for treating aspects of ALS and other motoneuron diseases .",2017
28148298,"Amyotrophic lateral sclerosis (ALS) is an adult-onset neurodegenerative disorder affecting motor neurons, resulting in progressive muscle weakness and death by respiratory failure. Protein and RNA aggregates are a hallmark of ALS pathology and are thought to contribute to ALS by impairing axonal transport. Mutations in several genes known to contribute to ALS result in deposition of their protein products as aggregates; these include TARDBP, C9ORF72, and SOD1. In motor neurons, this can disrupt transport of mitochondria to areas of metabolic need, resulting in damage to cells and can elicit a neuroinflammatory response leading to further neuronal damage. Recently, eight independent human genetics studies have uncovered a link between TANK-binding kinase 1 (TBK1) mutations and ALS. TBK1 belongs to the IKK-kinase family of kinases that are involved in innate immunity signaling pathways; specifically, TBK1 is an inducer of type-1 interferons. TBK1 also has a major role in autophagy and mitophagy, chiefly the phosphorylation of autophagy adaptors. Several other ALS genes are also involved in autophagy, including p62 and OPTN. TBK1 is required for efficient cargo recruitment in autophagy; mutations in TBK1 may result in impaired autophagy and contribute to the accumulation of protein aggregates and ALS pathology. In this review, we focus on the role of TBK1 in autophagy and the contributions of this process to the pathophysiology of ALS.",2017
28130314,"G<sub>4</sub>C<sub>2</sub> repeat expansions within the <i>C9ORF72</i> gene are the most common genetic cause of amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD). These bidirectionally transcribed expansions lead to (1) the accumulation of sense G<sub>4</sub>C<sub>2</sub> and antisense G<sub>2</sub>C<sub>4</sub> repeat-containing RNA, (2) the production of proteins of repeating dipeptides through unconventional translation of these transcripts, and (3) decreased <i>C9ORF72</i> mRNA and protein expression. Consequently, there is ample opportunity for the <i>C9ORF72</i> mutation to give rise to a spectrum of clinical manifestations, ranging from muscle weakness and atrophy to changes in behavior and cognition. It is thus somewhat surprising that investigations of these three seemingly disparate events often converge on similar putative pathological mechanisms. This review aims to summarize the findings and questions emerging from the field's quest to decipher how <i>C9ORF72</i> repeat expansions cause the devastating diseases collectively referred to as ""c9ALS/FTD.""",2018
28096265,"Amyotrophic lateral sclerosis (ALS) is a devastating and rapidly progressive neurodegenerative disease caused by the deterioration of motor neurons. The first symptoms of ALS always begin at a focal but variable site and consistently spread to neighboring regions, suggesting that neurodegeneration in ALS is an orderly and propagating process. Like other neurodegenerative diseases, misfolding of a specific protein is central to ALS. SOD1, the major constituent of the protein deposits in some familial and sporadic forms of ALS, propagates its misfolded conformation like prions, providing a plausible molecular basis for the focality and spreading of muscle weakness in ALS. Because protein misfolding is a common cause of diverse neurodegenerative diseases, strategies aimed at boosting a cell's ability to cope with misfolded proteins could lead to therapeutics to combat these devastating age-related proteinopathies.",2017
28058507,"Amyotrophic lateral sclerosis is characterised by a loss of upper and lower motor neurons and characteristic muscle weakness and wasting, the most common form being sporadic disease with neuronal inclusions containing the tar DNA-binding protein 43 (TDP-43). Frontotemporal lobar degeneration is characterised by atrophy of the frontal and/or temporal lobes, the most common clinical form being the behavioural variant, in which neuronal inclusions containing either TDP-43 or 3-repeat tau are most prevalent. Although the genetic mutations associated with these diseases have allowed various experimental models to be developed, the initial genetic forms identified remain the most common models employed to date. It is now known that these first models faithfully recapitulate only some aspects of these diseases and do not represent the majority of cases or the most common overlapping pathologies. Newer models targeting the main molecular pathologies are still rare and in some instances, lack significant aspects of the molecular pathology. However, these diseases are complex and multigenic, indicating that experimental models may need to be targeted to different disease aspects. This would allow information to be gleaned from a variety of different yet relevant models, each of which has the capacity to capture a certain aspect of the disease, and together will enable a more complete understanding of these complex and multi-layered diseases.",2017
27956443,"Descriptions of motor neuron disease (MND) documented more than a century ago remain instantly recognisable to the physician. The muscle weakness, typically with signs of upper and lower motor neuron dysfunction, is uniquely relentless. Over the last 30 years, a wider cerebral pathology has emerged, despite the lack of overt cognitive impairment in the majority of patients. From the initial linkage of a small number of cases to mutations in SOD1, diverse cellular pathways have been implicated in pathogenesis. An increasingly complex clinical heterogeneity has emerged around a significant variability in survival. Defining a cellular signature of aggregated TDP-43 common to nearly all MND and a large proportion of frontotemporal dementia (FTD), has placed MND alongside more traditional cerebral neurodegeneration. With new genetic causes, most notably a hexanucleotide expansion in C9orf72 associated with both MND and FTD, the development of biomarkers against which to test therapeutic candidates is a priority.",2016
27488828,"Amyotrophic lateral sclerosis (ALS) is characterised by the death of upper (corticospinal) and lower motor neurons (MNs) with progressive muscle weakness. This incurable disease is clinically heterogeneous and its aetiology remains unknown. Increased excitability of corticospinal MNs has been observed prior to symptoms in human and rodent studies. Increased excitability has been correlated with structural changes in neuronal dendritic arbors and spines for decades. Here, using a modified Golgi-Cox staining method, we have made the first longitudinal study examining the dendrites of pyramidal neurons from the motor cortex, medial pre-frontal cortex, somatosensory cortex and entorhinal cortex of hSOD1(G93A) (SOD1) mice compared to wild-type (WT) littermate controls at postnatal (P) days 8-15, 28-35, 65-75 and 120. Progressive decreases in dendritic length and spine density commencing at pre-symptomatic ages (P8-15 or P28-35) were observed in layer V pyramidal neurons within the motor cortex and medial pre-frontal cortex of SOD1 mice compared to WT mice. Spine loss without concurrent dendritic pathology was present in the pyramidal neurons of the somatosensory cortex from disease-onset (P65-75). Our results from the SOD1 model suggest that dendritic and dendritic spine changes foreshadow and underpin the neuromotor phenotypes present in ALS and may contribute to the varied cognitive, executive function and extra-motor symptoms commonly seen in ALS patients. Determining if these phenomena are compensatory or maladaptive may help explain differential susceptibility of neurons to degeneration in ALS.",2016
27389143,"Cerium oxide nanoparticles (CeNPs) neutralize reactive oxygen and nitrogen species. Since oxidative stress plays a role in amyotrophic lateral sclerosis (ALS) in humans and in the SOD1<sup>G93A</sup> mouse model of ALS, we tested whether administration of CeNPs would improve survival and reduce disease severity in SOD1<sup>G93A</sup> transgenic mice. Twice a week intravenous treatment of SOD1<sup>G93A</sup> mice with CeNPs started at the onset of muscle weakness preserved muscle function and increased longevity in males and females. Median survival after the onset of CeNP treatment was 33.0±3.7days (N=20), and only 22.0±2.5days in mice treated with vehicle, control injections (N=27; P=0.022). Since these citrate-EDTA stabilized CeNPs exhibited catalase and oxidase activity in cell-free systems and in in vitro models of ischemic oxidative stress, we hypothesize that antioxidant activity is the protective mechanism prolonging survival in the SOD1<sup>G93A</sup> mice.",2016
27242430,"The etiology of amyotrophic lateral sclerosis (ALS), a fatal motor neuron disorder characterized by progressive muscle weakness and spasticity, remains largely unknown. Approximately 5-10% of cases are familial, and of those, 15-20% are associated with mutations in the gene encoding Cu/Zn superoxide dismutase (SOD1). Mutations of the SOD1 gene interrupt cellular homeostasis and contribute to cellular toxicity evoked by the presence of altered SOD1, along with other toxic species, such as advanced glycation end products (AGEs). AGEs trigger activation of their chief cell surface receptor, RAGE (receptor for advanced glycation end products), and induce RAGE-dependent cellular stress and inflammation in neurons, thereby affecting their function and leading to apoptosis. Here, we show for the first time that the expression of RAGE is higher in the SOD1 transgenic mouse model of ALS vs. wild-type mouse spinal cord. We tested whether pharmacological blockade of RAGE may delay the onset and progression of disease in this mouse model. Our findings reveal that treatment of SOD1 transgenic mice with soluble RAGE (sRAGE), a natural competitor of RAGE that sequesters RAGE ligands and blocks their interaction with cell surface RAGE, significantly delays the progression of ALS and prolongs life span compared to vehicle treatment. We demonstrate that in sRAGE-treated SOD1 transgenic animals at the final stage of the disease, a significantly higher number of neurons and lower number of astrocytes is detectable in the spinal cord. We conclude that RAGE antagonism may provide a novel therapeutic strategy for ALS intervention.",2016
27090969,"We describe a Japanese man with familial amyotrophic lateral sclerosis (ALS) associated with a p.Cys146Arg mutation in the copper/zinc superoxide dismutase gene (SOD1). The patient developed bulbar signs followed by rapidly progressive limb muscle weakness. The prominent clinical feature was orthostatic hypotension due to autonomic failure, which occurred after he underwent tracheostomy 1 year and 3 months after the onset. Thereafter, he required mechanical ventilation and progressed to communication stage V (totally locked-in state) 7 years after the onset. Neuropathology showed ALS with posterior column degeneration and multiple system degeneration. Severe neuronal loss in the intermediolateral nucleus was also observed. Two previously reported cases of ALS patients with autonomic failure showed severe neuronal loss in the intermediolateral nucleus in addition to degeneration of the motor neurons. Thus, autonomic failure due to neuronal loss in the intermediolateral nucleus could present in patients with ALS associated with certain mutations in SOD1.",2016
26891182,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease characterized by loss of motor neurons, resulting in progressive muscle weakness, paralysis, and death within 5 years of diagnosis. About 10% of cases are inherited, of which 20% are due to mutations in the superoxide dismutase 1 (SOD1) gene. Riluzole, the only US Food and Drug Administration-approved ALS drug, prolongs survival by only a few months. Experiments in transgenic ALS mouse models have shown decreasing levels of mutant SOD1 protein as a potential therapeutic approach. We sought to develop an efficient adeno-associated virus (AAV)-mediated RNAi gene therapy for ALS.",2016
26469273,"Edaravone, a free radical scavenger is used widely in Japanese patients with acute cerebral infarction. This antioxidant could have therapeutic potentials for other neurological diseases. Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease that affects the upper and the lower motor neuron, leading to death within 3-5 years after onset. A phase III clinical trial of edaravone suggested no significant effects in ALS patients. However, recent 2nd double-blind trial has demonstrated therapeutic benefits of edaravone in definite patients diagnosed by revised El Escorial diagnostic criteria of ALS. Two previous studies showed that edaravone attenuated motor symptoms or motor neuron degeneration in mutant superoxide dismutase 1-transgenic mice or rats, animal models of familial ALS. Herein we examined whether this radical scavenger can retard progression of motor dysfunction and neuropathological changes in wobbler mice, sporadic ALS-like model. After diagnosis of the disease onset at the postnatal age of 3-4 weeks, wobbler mice received edaravone (1 or 10 mg/kg, n = 10/group) or vehicle (n = 10), daily for 4 weeks by intraperitoneal administration. Motor symptoms and neuropathological changes were compared among three groups. Higher dose (10 mg/kg) of edaravone treatment significantly attenuated muscle weakness and contracture in the forelimbs, and suppressed denervation atrophy in the biceps muscle and degeneration in the cervical motor neurons compared to vehicle. Previous and the present studies indicated neuroprotective effects of edaravone in three rodent ALS-like models. This drug seems to be worth performing the clinical trial in ALS patients in the United States of American and Europe, in addition to Japan.",2015
26425392,"Muscle denervation at the neuromuscular junction (NMJ) is thought to be a contributing factor in age-related muscle weakness. Therefore, understanding the mechanisms that modulate NMJ innervation is a key to developing therapies to combat age-related muscle weakness affecting the elderly. Two mouse models, one lacking the Cu/Zn superoxide dismutase (SOD1) gene and another harboring the transgenic mutant human SOD1 gene, display progressive changes at the NMJ, including muscle endplate fragmentation, nerve terminal sprouting, and denervation. These changes at the NMJ share many of the common features observed in the NMJs of aged mice. In this review, research findings demonstrating the effects of PGC-1α, IGF-1, GDNF, MyoD, myogenin, and miR-206 on NMJ innervation patterns in the G93A SOD1 mice will be highlighted in the context of age-related muscle denervation.",2015
26303227,"Amyotrophic lateral sclerosis (ALS) is characterized by motor neurone loss resulting in muscle weakness, spasticity and ultimately death. 5-10% are caused by inherited mutations, most commonly C9ORF72, SOD1, TARDBP and FUS. Rarer genetic causes of ALS include mutation of optineurin (mt OPTN). Furthermore, optineurin protein has been localized to the ubiquitylated aggregates in several neurodegenerative diseases, including ALS. This study: (i) investigated the frequency of mt OPTN in ALS patients in England; (ii) characterized the clinical and neuropathological features of ALS associated with a mt OPTN; and (iii) investigated optineurin neuropathology in C9ORF72-related ALS (C9ORF72-ALS). We identified a heterozygous p.E322K missense mutation in exon 10 of OPTN in one familial ALS patient who additionally had a C9ORF72 mutation. This patient had bulbar, limb and respiratory disease without cognitive problems. Neuropathology revealed motor neurone loss, trans-activation response DNA protein 43 (TDP-43)-positive neuronal and glial cytoplasmic inclusions together with TDP-43-negative neuronal cytoplasmic inclusions in extra motor regions that are characteristic of C9ORF72-ALS. We have demonstrated that both TDP-43-positive and negative inclusion types had positive staining for optineurin by immunohistochemistry. We went on to show that optineurin was present in TDP-43-negative cytoplasmic extra motor inclusions in C9ORF72-ALS cases that do not carry mt OPTN. We conclude that: (i) OPTN mutations are associated with ALS; (ii) optineurin protein is present in a subset of the extramotor inclusions of C9ORF72-ALS; (iii) It is not uncommon for multiple ALS-causing mutations to occur in the same patient; and (iv) studies of optineurin are likely to provide useful dataregarding the pathophysiology of ALS and neurodegeneration.",2016
26244336,"Amyotrophic Lateral Sclerosis (ALS) is a fatal neurodegenerative disease characterized by a selective loss of motor neurons together with a progressive muscle weakness. Albeit the pathophysiological mechanisms of the disease remain unknown, growing evidence suggests that skeletal muscle can be a target of ALS toxicity. In particular, the two main intracellular degradation mechanisms, autophagy and the ubiquitin-proteasome degradative system (UPS) have been poorly studied in this tissue. In this study we investigated the activation of autophagy and the UPS as well as apoptosis in the skeletal muscle from SOD1G93A mice along disease progression. Our results showed a significant upregulation of proteasome activity at early symptomatic stage, while the autophagy activation was found at presymptomatic and terminal stages. The mRNA upregulated levels of LC3, p62, Beclin1, Atg5 and E2f1 were only observed at symptomatic and terminal stages, which reinforced the time-point activation of autophagy. Furthermore, no apoptosis activation was observed along disease progression. The combined data provided clear evidence for the first time that there is a time-point dependent activation of autophagy and UPS in the skeletal muscle from SOD1G93A mice.",2015
26084911,"Postactivation depression (PActD) of Ia afferent excitatory postsynaptic potentials (EPSPs) in spinal motoneurons results in a long-lasting depression of the stretch reflex. This phenomenon (PActD) is of clinical interest as it has been shown to be reduced in a number of spastic disorders. Using in vivo intracellular recordings of Ia EPSPs in adult mice, we demonstrate that PActD in adult (100-220 days old) C57BL/6J mice is both qualitatively and quantitatively similar to that which has been observed in larger animals with respect to both the magnitude (with ∼20% depression of EPSPs at 0.5 ms after a train of stimuli) and the time course (returning to almost normal amplitudes by 5 ms after the train). This validates the use of mouse models to study PActD. Changes in such excitatory inputs to spinal motoneurons may have important implications for hyperreflexia and/or glutamate-induced excitotoxicity in the neurodegenerative disease amyotrophic lateral sclerosis (ALS). With the use of the G127X SOD1 mutant mouse, an ALS model with a prolonged asymptomatic phase and fulminant symptom onset, we observed that PActD is significantly reduced at both presymptomatic (16% depression) and symptomatic (17.3% depression) time points compared with aged-matched controls (22.4% depression). The PActD reduction was not markedly altered by symptom onset. Comparing these PActD changes at the EPSP with the known effect of the depression on the monosynaptic reflex, we conclude that this is likely to have a much larger effect on the reflex itself (a 20-40% difference). Nevertheless, it should also be accounted that in aged (580 day old) C57BL/6J mice there was also a reduction in PActD although, aging is not usually associated with spasticity.",2015
26041991,"Mutations in Cu/Zn superoxide dismutase (SOD1) are one of the genetic causes of Amyotrophic Lateral Sclerosis (ALS). Although the primary symptom of ALS is muscle weakness, the link between SOD1 mutations, cellular dysfunction and muscle atrophy and weakness is not well understood. The purpose of this study was to characterize cellular markers of ER stress in skeletal muscle across the lifespan of G93A*SOD1 (ALS-Tg) mice. Muscles were obtained from ALS-Tg and age-matched wild type (WT) mice at 70d (pre-symptomatic), 90d and 120-140d (symptomatic) and analyzed for ER stress markers. In white gastrocnemius (WG) muscle, ER stress sensors PERK and IRE1α were upregulated ~2-fold at 70d and remained (PERK) or increased further (IRE1α) at 120-140d. Phospho-eIF2α, a downstream target of PERK and an inhibitor of protein translation, was increased by 70d and increased further to 12.9-fold at 120-140d. IRE1α upregulation leads to increased splicing of X-box binding protein 1 (XBP-1) to the XBP-1s isoform. XBP-1s transcript was increased at 90d and 120-140d indicating activation of IRE1α signaling. The ER chaperone/heat shock protein Grp78/BiP was upregulated 2-fold at 70d and 90d and increased to 6.1-fold by 120-140d. The ER-stress-specific apoptotic signaling protein CHOP was upregulated 2-fold at 70d and 90d and increased to 13.3-fold at 120-140d indicating progressive activation of an apoptotic signal in muscle. There was a greater increase in Grp78/BiP and CHOP in WG vs. the more oxidative red gastrocnemius (RG) ALS-Tg at 120-140d indicating greater ER stress and apoptosis in fast glycolytic muscle. These data show that the ER stress response is activated in skeletal muscle of ALS-Tg mice by an early pre-symptomatic age and increases with disease progression. These data suggest a mechanism by which myocellular ER stress leads to reduced protein translation and contributes to muscle atrophy and weakness in ALS.",2015
25384182,Abnormalities of axonal excitability characterized by upregulation of persistent sodium (Na+) conductances and reduced potassium (K+) currents have been reported in sporadic amyotrophic lateral sclerosis (SALS) phenotypes and linked to the development of clinical features such as fasciculations and neurodegeneration.,2015
25339858,"Disease progression in amyotrophic lateral sclerosis (ALS) is characterized by degeneration of motoneurons and their axons which results in a progressive muscle weakness and ultimately death from respiratory failure. The only approved drug, riluzole, lacks clinical efficacy so that more potent treatment options are needed. We have identified rho kinase (ROCK) as a target, which can be manipulated to beneficially influence disease progression in models of ALS. Here, we examined the therapeutic potential of the ROCK inhibitor Y-27632 in both an in vitro and in an in vivo paradigm of motoneuron disease. Application of Y-27632 to primary motoneurons in vitro increased survival and promoted neurite outgrowth. In vivo, SOD1(G93A) mice were orally treated with 2 or 30 mg/kg body weight of Y-27632. The 2 mg/kg group did not benefit from Y-27632 treatment, whereas treatment with 30 mg/kg resulted in improved motor function in male mice. Female mice showed only limited improvement and overall survival was not modified in both 2 and 30 mg/kg Y-27632 groups. In conclusion, we provide evidence that inhibition of ROCK by Y-27632 is neuroprotective in vitro but has limited beneficial effects in vivo being restricted to male mice. Therefore, the evaluation of ROCK inhibitors in preclinical models of ALS should always take gender differences into account.",2014
25277755,"Although the precise signaling mechanisms underlying the vulnerability of some sub-populations of motoneurons in ALS remain unclear, critical factors such as metallo-proteinase 9 expression, neuronal activity and endoplasmic reticulum stress have been shown to be involved. In the context of SOD1(G93A) ALS mouse model, we previously showed that a two-fold decrease in calreticulin (CRT) is occurring in the vulnerable fast motoneurons. Here, we asked to which extent the decrease in CRT levels was causative to muscle denervation and/or motoneuron degeneration. Toward this goal, a hemizygous deletion of the crt gene in SOD1(G93A) mice was generated since the complete ablation of crt is embryonic lethal. We observed that SOD1(G93A);crt(+/-) mice display increased and earlier muscle weakness and muscle denervation compared to SOD1(G93A) mice. While CRT reduction in motoneurons leads to a strong upregulation of two factors important in motoneuron dysfunction, ER stress and mTOR activation, it does not aggravate motoneuron death. Our results underline a prevalent role for CRT levels in the early phase of muscle denervation and support CRT regulation as a potential therapeutic approach.",2015
25266783,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease characterized by the progressive loss of motor neurons, leading to muscle weakness, paralysis, and death, most often from respiratory failure. Over 200 pyrimidine-2,4,6-trione (PYT) small molecules, which prevent aggregation and reduce the associated toxicity of mutant superoxide dismutase 1 (SOD1) found in patients with familial ALS, have been synthesized and tested. One of the compounds (1,3-bis(2-phenylethyl)pyrimidine-2,4,6(1H,3H,5H)-trione, (1) was previously found to have an excellent combination of potency efficacy, and some desirable pharmacokinetic properties. To improve the solubility and metabolic stability properties of this compound, deuterium and fluorine were introduced into 1. New analogs with better solubility, plasma stability, and human microsome stability were identified.",2014
